Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
27-Feb-26,CGEN,Car and General (K) Ltd,19.8,74.25,69.5,70.5,70,71.25,-1.25,-1.75%,6364,-
27-Feb-26,ABSA,ABSA Bank Kenya Plc,15,33,31.05,33,32.2,30.95,1.25,4.04%,1543114,-
27-Feb-26,BKG,BK Group Plc,28.75,50,45,47.1,45.1,45.5,-0.4,-0.88%,65729,-
27-Feb-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,28.95,30.85,29.2,29,0.2,0.69%,2900214,-
27-Feb-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,153,159,154.75,158.25,-3.5,-2.21%,79286,-
27-Feb-26,EQTY,Equity Group Holdings Plc,41.2,80,76.75,80,77.25,76.5,0.75,0.98%,2978280,-
27-Feb-26,HFCK,HF Group Ltd,5.3,11.5,11.05,11.5,11.25,10.6,0.65,6.13%,587461,-
27-Feb-26,IMH,I & M Holdings Plc,29.5,52,50.5,51.5,51,50,1,2.00%,512480,-
27-Feb-26,KCB,KCB Group Plc,35,80.5,77.75,80.5,80.25,77,3.25,4.22%,1062307,-
27-Feb-26,NCBA,NCBA Group Plc,48,100,91.5,93.5,92.5,92.25,0.25,0.27%,241935,-
27-Feb-26,SBIC,Stanbic Holdings Plc,147,279.75,254,260,256.5,255.25,1.25,0.49%,51047,-
27-Feb-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,360,365,362.25,350.5,11.75,3.35%,36618,-
27-Feb-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
27-Feb-26,EVRD,Eveready East Africa Ltd,0.75,1.78,1.09,1.3,1.13,1.19,-0.06,-5.04%,10008607,-
27-Feb-26,XPRS,Express Kenya Plc,2.8,10,7.68,8,7.82,7.58,0.24,3.17%,28447,-
27-Feb-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
27-Feb-26,KQ,Kenya Airways Plc,1.56,6.02,5.48,5.76,5.6,5.62,-0.02,-0.36%,6898057,-
27-Feb-26,LKL,Longhorn Publishers Plc,2.35,3.5,3,3.4,3.22,3.18,0.04,1.26%,7964,-
27-Feb-26,NBV,Nairobi Business Ventures Ltd,1.33,2.16,1.4,1.58,1.48,1.54,-0.06,-3.90%,245804,-
27-Feb-26,NMG,Nation Media Group Plc,10.05,20,14,14.4,14.3,14.05,0.25,1.78%,7885,-
27-Feb-26,SMER,Sameer Africa Plc,2.7,21.5,19.35,20,19.8,19.4,0.4,2.06%,15496,-
27-Feb-26,SGL,Standard Group Plc,5.2,7.14,5.84,6.4,6.22,6.34,-0.12,-1.89%,1407,-
27-Feb-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16,17.3,16.55,17.2,-0.65,-3.78%,2297,-
27-Feb-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,2.93,2.93,2.93,2.67,0.26,9.74%,2394342,-
27-Feb-26,SCAN,WPP ScanGroup Plc,2,3.33,2.4,2.5,2.48,2.47,0.01,0.40%,74243,-
27-Feb-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
27-Feb-26,BAMB,Bamburi Cement Ltd,47.2,56.5,47.2,47.2,47.2,47.2,-,-,-,-
27-Feb-26,CRWN,Crown Paints Kenya Plc,30,70.75,60,62,60.75,62.5,-1.75,-2.80%,8177,-
27-Feb-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
27-Feb-26,PORT,East African Portland Cement Ltd,28,101,80,86,82.25,84,-1.75,-2.08%,3017,-
27-Feb-26,KEGN,Kenya Electricity Generating Company Plc,4.5,10.75,9.56,9.7,9.64,9.66,-0.02,-0.21%,1434376,-
27-Feb-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
27-Feb-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
27-Feb-26,KPLC,Kenya Power and Lighting Company Plc,5.7,19,18.2,18.75,18.5,18.4,0.1,0.54%,1165595,-
27-Feb-26,TOTL,TotalEnergies Marketing Kenya Plc,21,47,42,44,42.85,42.45,0.4,0.94%,31840,-
27-Feb-26,UMME,Umeme Ltd,5.8,24.75,8.5,9.22,8.84,8.96,-0.12,-1.34%,83794,-
27-Feb-26,BRIT,Britam Holdings Plc,5.92,13.4,12.6,13.2,12.95,12.6,0.35,2.78%,143258,-
27-Feb-26,CIC,CIC Insurance Group Ltd,2.55,6.62,5.26,5.58,5.36,5.2,0.16,3.08%,965297,-
27-Feb-26,JUB,Jubilee Holdings Ltd,182,437.75,374,380,374.5,373.25,1.25,0.33%,835,-
27-Feb-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.5,4.02,3.87,3.96,3.91,3.95,-0.04,-1.01%,4456918,-
27-Feb-26,LBTY,Liberty Kenya Holdings Ltd,9.1,12.2,9.98,10.6,10,10.25,-0.25,-2.44%,277083,-
27-Feb-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.5,11,10,10.75,10.55,10.3,0.25,2.43%,33127,-
27-Feb-26,CTUM,Centum Investment Company Plc,10.85,16.75,15,15.5,15,14.85,0.15,1.01%,262399,-
27-Feb-26,HAFR,Home Afrika Ltd,0.48,1.93,1.5,1.65,1.6,1.5,0.1,6.67%,1851695,-
27-Feb-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,1,-
27-Feb-26,OCH,Olympia Capital Holdings Ltd,3.12,9,7.38,8,7.78,8.18,-0.4,-4.89%,45842,-
27-Feb-26,TCL,Trans-Century Plc,0.71,1.42,0.71,0.71,0.71,0.71,-,-,-,-
27-Feb-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,21.95,23.35,22.45,21.65,0.8,3.70%,574992,-
27-Feb-26,AMAC,Africa Mega Agricorp Plc,51,118.25,90,100,97.75,96.25,1.5,1.56%,313,-
27-Feb-26,BOC,BOC Kenya Plc,76,150,131,133.5,132.25,132.5,-0.25,-0.19%,1350,-
27-Feb-26,BAT,British American Tobacco Kenya Plc,345,629,550,629,567,538,29,5.39%,45284,-
27-Feb-26,CARB,Carbacid Investments Plc,18,33,29,31.5,30.55,31.3,-0.75,-2.40%,43257,-
27-Feb-26,EABL,East African Breweries Ltd,167,351,257,275,259.5,255.25,4.25,1.67%,398036,-
27-Feb-26,FTGH,Flame Tree Group Holdings Ltd,1.05,3.11,2.83,2.83,2.83,2.58,0.25,9.69%,146691,-
27-Feb-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
27-Feb-26,SKL,Shri Krishana Overseas Plc,5.8,12,9.9,10.5,10.2,10.45,-0.25,-2.39%,2472,-
27-Feb-26,UNGA,Unga Group Ltd,18.05,34,29.95,31,30.95,28.2,2.75,9.75%,84195,-
27-Feb-26,SCOM,Safaricom Plc,17,34.2,31.8,32.5,32,32.7,-0.7,-2.14%,8548403,-
27-Feb-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
27-Feb-26,GLD,ABSA NewGold ETF,881,9800,5950,6280,6230,6175,55,0.89%,24536,-
27-Feb-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,850,870,850,850,-,-,50,-
27-Feb-26,^N10I,NSE 10-Share Index,1250.85,2271.75,2268.39,2268.39,2268.39,2242.25,26.14,1.17%,-,-
27-Feb-26,^N20I,NSE 20-Share Index,2092.84,3758.73,3750.45,3750.45,3750.45,3695.62,54.83,1.48%,-,-
27-Feb-26,^N25I,NSE 25-Share Index,3314.15,5948.29,5948.29,5948.29,5948.29,5884.37,63.92,1.09%,-,-
27-Feb-26,^NASI,NSE All-Share Index,123.6,216.69,216.08,216.08,216.08,215.62,0.46,0.21%,-,-
27-Feb-26,^NBSI,NSE Banking Sector Index,149.92,245.9,245.9,245.9,245.9,241.07,4.83,2.00%,-,-
27-Feb-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2424.57,4790.09,4790.09,4790.09,4790.09,4719.69,70.4,1.49%,-,-
27-Feb-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1610.77,3197.11,3197.11,3197.11,3197.11,3150.12,46.99,1.49%,-,-
2-Mar-26,EGAD,Eaagads Ltd,11,35.25,27.95,33,28.85,30.1,-1.25,-4.15%,6781,-
2-Mar-26,KUKZ,Kakuzi Plc,365,440,410,436,421,433,-12,-2.77%,313,-
2-Mar-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,250,260,257,255.5,1.5,0.59%,783,-
2-Mar-26,LIMT,Limuru Tea Plc,295,555,501,550,542,550,-8,-1.45%,208,-
2-Mar-26,SASN,Sasini Plc,13.3,33.9,28.4,29.5,29.1,28.15,0.95,3.37%,23852,-
2-Mar-26,WTK,Williamson Tea Kenya Plc,136,350,141,150,142.25,143,-0.75,-0.52%,13608,-
2-Mar-26,CGEN,Car and General (K) Ltd,19.8,74.25,66.5,70.5,69.5,70,-0.5,-0.71%,5969,-
2-Mar-26,ABSA,ABSA Bank Kenya Plc,15,33,31.85,32.4,32.1,32.2,-0.1,-0.31%,339794,-
2-Mar-26,BKG,BK Group Plc,28.75,50,45,49,48,45.1,2.9,6.43%,2451,-
2-Mar-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,29.5,31,30.55,29.2,1.35,4.62%,272117,-
2-Mar-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,156,158.75,158,154.75,3.25,2.10%,19353,-
2-Mar-26,EQTY,Equity Group Holdings Plc,41.2,80,76.5,78.5,77.25,77.25,-,-,5460479,-
2-Mar-26,HFCK,HF Group Ltd,5.3,11.5,10.9,11.5,11.1,11.25,-0.15,-1.33%,448034,-
2-Mar-26,IMH,I & M Holdings Plc,29.5,52,49.5,50.5,49.55,51,-1.45,-2.84%,2655826,-
2-Mar-26,KCB,KCB Group Plc,35,80.5,76,79.5,77.75,80.25,-2.5,-3.12%,312007,-
2-Mar-26,NCBA,NCBA Group Plc,48,100,90,93.75,91.5,92.5,-1,-1.08%,37481,-
2-Mar-26,SBIC,Stanbic Holdings Plc,147,279.75,255,259,257.25,256.5,0.75,0.29%,36033,-
2-Mar-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,345,364,352.5,362.25,-9.75,-2.69%,13712,-
2-Mar-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
2-Mar-26,EVRD,Eveready East Africa Ltd,0.75,1.78,1.02,1.24,1.06,1.13,-0.07,-6.19%,7919396,-
2-Mar-26,XPRS,Express Kenya Plc,2.8,10,7.5,7.84,7.62,7.82,-0.2,-2.56%,13851,-
2-Mar-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
2-Mar-26,KQ,Kenya Airways Plc,1.56,6.02,5.16,5.6,5.26,5.6,-0.34,-6.07%,3768418,-
2-Mar-26,LKL,Longhorn Publishers Plc,2.35,3.5,3.1,3.5,3.33,3.22,0.11,3.42%,18981,-
2-Mar-26,NBV,Nairobi Business Ventures Ltd,1.33,2.16,1.5,1.58,1.54,1.48,0.06,4.05%,310921,-
2-Mar-26,NMG,Nation Media Group Plc,10.05,20,13.8,14.95,14.25,14.3,-0.05,-0.35%,15103,-
2-Mar-26,SMER,Sameer Africa Plc,2.7,21.5,19.4,19.9,19.55,19.8,-0.25,-1.26%,10601,-
2-Mar-26,SGL,Standard Group Plc,5.2,7.14,5.98,6.34,6.16,6.22,-0.06,-0.96%,4560,-
2-Mar-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16.25,17.4,17.1,16.55,0.55,3.32%,9918,-
2-Mar-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,2.64,2.93,2.71,2.93,-0.22,-7.51%,1262142,-
2-Mar-26,SCAN,WPP ScanGroup Plc,2,3.33,2.4,2.47,2.43,2.48,-0.05,-2.02%,33982,-
2-Mar-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
2-Mar-26,BAMB,Bamburi Cement Ltd,47.2,56.5,47.2,47.2,47.2,47.2,-,-,-,-
2-Mar-26,CRWN,Crown Paints Kenya Plc,30,70.75,60.5,62.5,61.25,60.75,0.5,0.82%,2490,-
2-Mar-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
2-Mar-26,PORT,East African Portland Cement Ltd,28,101,76,86,83.25,82.25,1,1.22%,4646,-
2-Mar-26,KEGN,Kenya Electricity Generating Company Plc,4.5,10.75,9.54,9.64,9.6,9.64,-0.04,-0.41%,2814493,-
2-Mar-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
2-Mar-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
2-Mar-26,KPLC,Kenya Power and Lighting Company Plc,5.7,19,17.95,18.5,18.3,18.5,-0.2,-1.08%,837681,-
2-Mar-26,TOTL,TotalEnergies Marketing Kenya Plc,21,47,43,44,43.4,42.85,0.55,1.28%,62362,-
2-Mar-26,UMME,Umeme Ltd,5.8,24.75,8,9.2,8.8,8.84,-0.04,-0.45%,60524,-
2-Mar-26,BRIT,Britam Holdings Plc,5.92,13.4,12.5,13,12.75,12.95,-0.2,-1.54%,70240,-
2-Mar-26,CIC,CIC Insurance Group Ltd,2.55,6.62,5.2,5.5,5.34,5.36,-0.02,-0.37%,644784,-
2-Mar-26,JUB,Jubilee Holdings Ltd,182,437.75,374,390,380,374.5,5.5,1.47%,1006,-
2-Mar-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.5,4.02,3.82,3.98,3.88,3.91,-0.03,-0.77%,4673574,-
2-Mar-26,LBTY,Liberty Kenya Holdings Ltd,9.1,12.2,10,10.5,10.4,10,0.4,4.00%,53501,-
2-Mar-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.5,11,10,10.5,10.45,10.55,-0.1,-0.95%,5182,-
2-Mar-26,CTUM,Centum Investment Company Plc,10.85,16.75,14.9,15.9,15.6,15,0.6,4.00%,139197,-
2-Mar-26,HAFR,Home Afrika Ltd,0.48,1.93,1.69,1.76,1.76,1.6,0.16,10.00%,1325383,-
2-Mar-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
2-Mar-26,OCH,Olympia Capital Holdings Ltd,3.12,9,7.38,8,7.68,7.78,-0.1,-1.29%,4858,-
2-Mar-26,TCL,Trans-Century Plc,0.71,1.42,0.71,0.71,0.71,0.71,-,-,-,-
2-Mar-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,21.25,23.5,22.35,22.45,-0.1,-0.45%,467680,-
2-Mar-26,AMAC,Africa Mega Agricorp Plc,51,118.25,97,100,98,97.75,0.25,0.26%,172,-
2-Mar-26,BOC,BOC Kenya Plc,76,150,131,133,133,132.25,0.75,0.57%,3369,-
2-Mar-26,BAT,British American Tobacco Kenya Plc,345,629,560,580,570,567,3,0.53%,19454,-
2-Mar-26,CARB,Carbacid Investments Plc,18,33,30.2,31.5,30.55,30.55,-,-,157137,-
2-Mar-26,EABL,East African Breweries Ltd,167,351,259.5,270,268.75,259.5,9.25,3.56%,462253,-
2-Mar-26,FTGH,Flame Tree Group Holdings Ltd,1.05,3.11,2.85,3.11,3,2.83,0.17,6.01%,384207,-
2-Mar-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
2-Mar-26,SKL,Shri Krishana Overseas Plc,5.8,12,9.84,10.5,10.35,10.2,0.15,1.47%,4638,-
2-Mar-26,UNGA,Unga Group Ltd,18.05,34,28.25,34,32.55,30.95,1.6,5.17%,20920,-
2-Mar-26,SCOM,Safaricom Plc,17,34.2,31.1,32.1,31.7,32,-0.3,-0.94%,772223,-
2-Mar-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
2-Mar-26,GLD,ABSA NewGold ETF,881,9800,6250,6800,6555,6230,325,5.22%,1750,-
2-Mar-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,850,870,851,850,1,0.12%,188,-
2-Mar-26,^N10I,NSE 10-Share Index,1250.85,2271.75,2271.75,2271.75,2271.75,2268.39,3.36,0.15%,-,-
2-Mar-26,^N20I,NSE 20-Share Index,2092.84,3758.73,3758.73,3758.73,3758.73,3750.45,8.28,0.22%,-,-
2-Mar-26,^N25I,NSE 25-Share Index,3314.15,5948.29,5948.05,5948.05,5948.05,5948.29,-0.24,#VALUE!,-,-
2-Mar-26,^NASI,NSE All-Share Index,123.6,216.69,215.36,215.36,215.36,216.08,-0.72,-0.33%,-,-
2-Mar-26,^NBSI,NSE Banking Sector Index,149.92,245.9,244.74,244.74,244.74,245.9,-1.16,-0.47%,-,-
2-Mar-26,^NBDI,NSE Bonds Index,1140.96,1210.41,1210.41,1210.41,1210.41,1202.75,7.66,0.64%,-,-
2-Mar-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2424.57,4790.09,4770.54,4770.54,4770.54,4790.09,-19.55,-0.41%,-,-
2-Mar-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1610.77,3197.11,3180.98,3180.98,3180.98,3197.11,-16.13,-0.50%,-,-
3-Mar-26,EGAD,Eaagads Ltd,11,35.25,28.85,31.7,31,28.85,2.15,7.45%,3425,-
3-Mar-26,KUKZ,Kakuzi Plc,365,440,420,435,424.75,421,3.75,0.89%,181,-
3-Mar-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,250.25,259,256.5,257,-0.5,-0.19%,1400,-
3-Mar-26,LIMT,Limuru Tea Plc,295,555,540,550,542,542,-,-,22,-
3-Mar-26,SASN,Sasini Plc,13.3,33.9,29.4,30.7,29.6,29.1,0.5,1.72%,42277,-
3-Mar-26,WTK,Williamson Tea Kenya Plc,136,350,140,145,141,142.25,-1.25,-0.88%,16593,-
3-Mar-26,CGEN,Car and General (K) Ltd,19.8,74.25,62.75,70,66.5,69.5,-3,-4.32%,7985,-
3-Mar-26,ABSA,ABSA Bank Kenya Plc,15,33,31.8,32.15,32.05,32.1,-0.05,-0.16%,250471,-
3-Mar-26,BKG,BK Group Plc,28.75,50,47,49.5,49.1,48,1.1,2.29%,4220,-
3-Mar-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,30.45,31.5,31,30.55,0.45,1.47%,931615,-
3-Mar-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,155,158,157.5,158,-0.5,-0.32%,57508,-
3-Mar-26,EQTY,Equity Group Holdings Plc,41.2,80,74,77.25,76.75,77.25,-0.5,-0.65%,5775493,-
3-Mar-26,HFCK,HF Group Ltd,5.3,11.5,10.35,11.2,10.35,11.1,-0.75,-6.76%,8083392,-
3-Mar-26,IMH,I & M Holdings Plc,29.5,52,49.65,50.75,50.25,49.55,0.7,1.41%,187671,-
3-Mar-26,KCB,KCB Group Plc,35,80.5,75.5,78,77.5,77.75,-0.25,-0.32%,2194884,-
3-Mar-26,NCBA,NCBA Group Plc,48,100,89,90,89.5,91.5,-2,-2.19%,32064,-
3-Mar-26,SBIC,Stanbic Holdings Plc,147,279.75,245,257,256,257.25,-1.25,-0.49%,20605,-
3-Mar-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,345,354,352.25,352.5,-0.25,-0.07%,30622,-
3-Mar-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
3-Mar-26,EVRD,Eveready East Africa Ltd,0.75,1.78,0.96,1.16,1,1.06,-0.06,-5.66%,9242902,-
3-Mar-26,XPRS,Express Kenya Plc,2.8,10,7.7,8.2,7.78,7.62,0.16,2.10%,4910,-
3-Mar-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
3-Mar-26,KQ,Kenya Airways Plc,1.56,6.02,4.74,5.28,4.92,5.26,-0.34,-6.46%,487883,-
3-Mar-26,LKL,Longhorn Publishers Plc,2.35,3.5,3,3.41,3.24,3.33,-0.09,-2.70%,30916,-
3-Mar-26,NBV,Nairobi Business Ventures Ltd,1.33,2.16,1.51,1.61,1.57,1.54,0.03,1.95%,298551,-
3-Mar-26,NMG,Nation Media Group Plc,10.05,20,14,14.8,14.3,14.25,0.05,0.35%,4661,-
3-Mar-26,SMER,Sameer Africa Plc,2.7,21.5,17.85,19.9,18.3,19.55,-1.25,-6.39%,34956,-
3-Mar-26,SGL,Standard Group Plc,5.2,7.14,5.84,6.4,6.04,6.16,-0.12,-1.95%,8301,-
3-Mar-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16,17.15,16.2,17.1,-0.9,-5.26%,13632,-
3-Mar-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,2.44,2.5,2.45,2.71,-0.26,-9.59%,626230,-
3-Mar-26,SCAN,WPP ScanGroup Plc,2,3.33,2.35,2.43,2.38,2.43,-0.05,-2.06%,258019,-
3-Mar-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
3-Mar-26,BAMB,Bamburi Cement Ltd,47.2,56.5,47.2,47.2,47.2,47.2,-,-,-,-
3-Mar-26,CRWN,Crown Paints Kenya Plc,33,70.75,55.25,65,59.75,61.25,-1.5,-2.45%,4024,-
3-Mar-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
3-Mar-26,PORT,East African Portland Cement Ltd,28,101,76,86,78.25,83.25,-5,-6.01%,15710,-
3-Mar-26,KEGN,Kenya Electricity Generating Company Plc,4.5,10.75,9.5,9.64,9.54,9.6,-0.06,-0.63%,1524882,-
3-Mar-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
3-Mar-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
3-Mar-26,KPLC,Kenya Power and Lighting Company Plc,5.7,19,17.4,18.3,17.85,18.3,-0.45,-2.46%,1972072,-
3-Mar-26,TOTL,TotalEnergies Marketing Kenya Plc,21,47,42.85,43.5,43.2,43.4,-0.2,-0.46%,31858,-
3-Mar-26,UMME,Umeme Ltd,5.8,24.75,8.1,9,8.46,8.8,-0.34,-3.86%,31179,-
3-Mar-26,BRIT,Britam Holdings Plc,5.92,13.4,12,12.75,12.2,12.75,-0.55,-4.31%,116636,-
3-Mar-26,CIC,CIC Insurance Group Ltd,2.55,6.62,5.2,5.46,5.28,5.34,-0.06,-1.12%,343842,-
3-Mar-26,JUB,Jubilee Holdings Ltd,182,437.75,374,389,378.25,380,-1.75,-0.46%,1699,-
3-Mar-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.5,4.02,3.55,3.88,3.77,3.88,-0.11,-2.84%,1893584,-
3-Mar-26,LBTY,Liberty Kenya Holdings Ltd,9.1,12.2,9.86,10.6,10.2,10.4,-0.2,-1.92%,22927,-
3-Mar-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.5,11,9.6,10.5,10.05,10.45,-0.4,-3.83%,21735,-
3-Mar-26,CTUM,Centum Investment Company Plc,10.85,16.75,14.85,15.4,15,15.6,-0.6,-3.85%,72801,-
3-Mar-26,HAFR,Home Afrika Ltd,0.48,1.93,1.66,1.93,1.85,1.76,0.09,5.11%,2868607,-
3-Mar-26,KURV,Kurwitu Ventures Ltd,1400,1500,1495,1495,1500,1500,-,-,16,-
3-Mar-26,OCH,Olympia Capital Holdings Ltd,3.12,9,7.3,8,7.82,7.68,0.14,1.82%,6667,-
3-Mar-26,TCL,Trans-Century Plc,0.71,1.4,0.71,0.71,0.71,0.71,-,-,-,-
3-Mar-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,21.2,22.5,21.5,22.35,-0.85,-3.80%,1112931,-
3-Mar-26,AMAC,Africa Mega Agricorp Plc,51,118.25,89.5,100,98,98,-,-,1684,-
3-Mar-26,BOC,BOC Kenya Plc,76,150,122,133,128.25,133,-4.75,-3.57%,11662,-
3-Mar-26,BAT,British American Tobacco Kenya Plc,345,629,567,575,570,570,-,-,48757,-
3-Mar-26,CARB,Carbacid Investments Plc,18,33,30.5,31.5,30.85,30.55,0.3,0.98%,33242,-
3-Mar-26,EABL,East African Breweries Ltd,167,351,263.25,269,266,268.75,-2.75,-1.02%,9156,-
3-Mar-26,FTGH,Flame Tree Group Holdings Ltd,1.05,3.11,2.7,3,2.84,3,-0.16,-5.33%,225709,-
3-Mar-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
3-Mar-26,SKL,Shri Krishana Overseas Plc,5.8,12,9.32,10.45,10.3,10.35,-0.05,-0.48%,984,-
3-Mar-26,UNGA,Unga Group Ltd,18.05,34,30,34,32.55,32.55,-,-,18876,-
3-Mar-26,SCOM,Safaricom Plc,17,34.2,30.65,31.7,31.05,31.7,-0.65,-2.05%,1311344,-
3-Mar-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
3-Mar-26,GLD,ABSA NewGold ETF,881,9800,6220,6795,6225,6555,-330,-5.03%,60922,-
3-Mar-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,845,880,851,851,-,-,50,-
3-Mar-26,^N10I,NSE 10-Share Index,1250.85,2271.75,2257.31,2257.31,2257.31,2271.75,-14.44,-0.64%,-,-
3-Mar-26,^N20I,NSE 20-Share Index,2092.84,3758.73,3712.72,3712.72,3712.72,3758.73,-46.01,-1.22%,-,-
3-Mar-26,^N25I,NSE 25-Share Index,3314.15,5948.29,5900.29,5900.29,5900.29,5948.05,-47.76,-0.80%,-,-
3-Mar-26,^NASI,NSE All-Share Index,123.6,216.69,212.81,212.81,212.81,215.36,-2.55,-1.18%,-,-
3-Mar-26,^NBSI,NSE Banking Sector Index,149.92,245.9,244.03,244.03,244.03,244.74,-0.71,-0.29%,-,-
3-Mar-26,^NBDI,NSE Bonds Index,1140.96,1210.41,1199.75,1199.75,1199.75,1210.41,-10.66,-0.88%,-,-
3-Mar-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2424.57,4790.09,4739.46,4739.46,4739.46,4770.54,-31.08,-0.65%,-,-
3-Mar-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1610.77,3197.11,3159.64,3159.64,3159.64,3180.98,-21.34,-0.67%,-,-
4-Mar-26,EGAD,Eaagads Ltd,11,35.25,28,31,30.1,31,-0.9,-2.90%,3650,-
4-Mar-26,KUKZ,Kakuzi Plc,365,440,406,434.5,420.5,424.75,-4.25,-1.00%,353,-
4-Mar-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,247,260,252.5,256.5,-4,-1.56%,3082,-
4-Mar-26,LIMT,Limuru Tea Plc,295,555,510,542,512,542,-30,-5.54%,117,-
4-Mar-26,SASN,Sasini Plc,13.3,33.9,28,29.6,28.45,29.6,-1.15,-3.89%,17868,-
4-Mar-26,WTK,Williamson Tea Kenya Plc,136,350,141,145,143,141,2,1.42%,5105,-
4-Mar-26,CGEN,Car and General (K) Ltd,19.8,74.25,62.75,70,65.25,66.5,-1.25,-1.88%,6392,-
4-Mar-26,ABSA,ABSA Bank Kenya Plc,15,33,29.35,32,30,32.05,-2.05,-6.40%,5917798,-
4-Mar-26,BKG,BK Group Plc,28.75,50,45,48.9,45,49.1,-4.1,-8.35%,135772,-
4-Mar-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,28.3,31.4,30.45,31,-0.55,-1.77%,1262638,-
4-Mar-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,154.5,158,155.25,157.5,-2.25,-1.43%,181484,-
4-Mar-26,EQTY,Equity Group Holdings Plc,41.2,80,73,77,74.5,76.75,-2.25,-2.93%,4151143,-
